version,wl,a0,T_coeff,S_coeff,a0_err,T_err,S_err,a0_raw,S_coeff_raw
1,300,0.0541434648489137,0,0,0.002144,7.6e-05,0.000231,0.053592,0
1,302,0.0512289280578984,0,0,0.002008,5.3e-05,0.000212,0.0502,0
1,304,0.0484612856514325,0,0,0.002004,2.8e-05,0.000243,0.0501,0
1,306,0.0458878278058695,0,0,0.001868,4.2e-05,0.000229,0.0467,0
1,308,0.0435077634376934,0,0,0.001768,2.9e-05,0.000199,0.0442,0
1,310,0.0413311178286756,0,0,0.00166,3.9e-05,0.00025,0.0415,0
1,312,0.0392836429297038,0,0,0.001552,3e-05,0.000285,0.0388,0
1,314,0.0374439439022655,0,0,0.001436,3.4e-05,0.000221,0.0359,0
1,316,0.0361858522103493,0,0,0.00142,2.9e-05,0.000205,0.0355,0
1,318,0.0350811031867002,0,0,0.001416,4e-05,0.000174,0.0354,0
1,320,0.0341626055460682,0,0,0.001392,3.5e-05,0.000243,0.0348,0
1,322,0.0332329218710612,0,0,0.00134,3.9e-05,0.000123,0.0335,0
1,324,0.0317493466802382,0,0,0.0013,4.2e-05,0.000224,0.0325,0
1,326,0.0300950627035643,0,0,0.001248,2.9e-05,0.000183,0.0312,0
1,328,0.028374847519965,0,0,0.001128,3.5e-05,0.000212,0.0282,0
1,330,0.026351116612611,0,0,0.001024,2.7e-05,0.000174,0.0256,0
1,332,0.0243205464002636,0,0,0.000964,3e-05,0.000155,0.0241,0
1,334,0.0224812295068228,0,0,0.000892,3.3e-05,0.000141,0.0223,0
1,336,0.0207629375553203,0,0,0.000832,3.4e-05,0.000174,0.0208,0
1,338,0.0193589669959472,0,0,0.000784,2.6e-05,0.000176,0.0196,0
1,340,0.0181337979300148,0,0,0.000724,2.3e-05,0.000148,0.0181,0
1,342,0.0170978933152122,0,0,0.00068,1.6e-05,0.000128,0.017,0
1,344,0.0162815551441931,0,0,0.000644,3.6e-05,0.000223,0.0161,0
1,346,0.0156310696634133,0,0,0.00062,3.8e-05,0.000108,0.0155,0
1,348,0.0152013270801557,0,0,0.000604,3.3e-05,0.000195,0.0151,0
1,350,0.0148997423433866,0,0,6e-04,3.3e-05,0.000184,0.015,0
1,352,0.0146589691496221,0,0,0.000592,2.5e-05,0.000148,0.0148,0
1,354,0.0145482234035665,0,0,0.000588,2.2e-05,0.000148,0.0147,0
1,356,0.0144355748684203,0,0,0.00058,3.2e-05,0.000128,0.0145,0
1,358,0.014314355907815,0,0,0.000572,3e-05,0.000243,0.0143,0
1,360,0.0142133335070448,0,0,0.000564,2.7e-05,0.000118,0.0141,0
1,362,0.014136705239689,0,0,0.000564,3.6e-05,0.000155,0.0141,0
1,364,0.0140613714672024,0,0,0.00056,2.2e-05,0.000189,0.014,0
1,366,0.0140201235923717,0,0,0.00056,1.9e-05,0.000101,0.014,0
1,368,0.0139455040319633,0,0,0.00056,3.1e-05,0.00017,0.014,0
1,370,0.0137883511537984,0,0,0.000552,2.8e-05,0.000113,0.0138,0
1,372,0.0135608757883989,0,0,0.00054,4.8e-05,0.000183,0.0135,0
1,374,0.013167855810589,0,0,0.000544,1.6e-05,0.000131,0.0136,0
1,376,0.0127002114859219,0,0,0.000508,2.3e-05,0.000141,0.0127,0
1,378,0.0121107973571189,0,0,0.000484,4.6e-05,0.000102,0.0121,0
1,380,0.0114779136699093,0,0,9.2e-05,2e-05,0.000126,0.011435,2.6e-05
1,382,0.0108589252233829,0,0,3.5e-05,2.1e-05,0.000126,0.010725,1.7e-05
1,384,0.0101961607211514,0,0,0.000265,2.1e-05,0.00014,0.010113,-2e-06
1,386,0.00960640925313365,0,0,0.000368,2.2e-05,0.000141,0.00959,-1.4e-05
1,388,0.00913587264419984,0,0,2.8e-05,2.5e-05,0.000102,0.00915,1.3e-05
1,390,0.00870218216477824,0,0,2.1e-05,3.2e-05,7.9e-05,0.008525,1.7e-05
1,392,0.00831834955817619,0,4.67363629359811e-07,4.5e-05,1.3e-05,6.9e-05,0.008332,3e-06
1,394,0.00795308880981952,0,-1.05879118406788e-21,0.000318,1.6e-05,6.4e-05,0.007985,-2e-06
1,396,0.00755406660780969,0,-2.97639623896238e-06,0.000561,9e-06,5e-05,0.007607,-6e-06
1,398,0.00716269137705129,0,-6.21773759232959e-06,0.000424,2.7e-05,4.3e-05,0.00745,-1.1e-05
1,400,0.00677706234418262,0,-8.53759852737629e-06,0.000198,4.2e-05,4.4e-05,0.00677,-8e-06
1,402,0.00635534678004131,0,-1.04370171185064e-05,0.00024,1.2e-05,4.4e-05,0.00624,-3e-06
1,404,0.00595066594158737,0,-1.20768771755807e-05,0.000484,2.2e-05,4.2e-05,0.005888,-5e-06
1,406,0.00558032495299097,0,-1.36614585517947e-05,0.00053,1.7e-05,3.9e-05,0.005585,-1.4e-05
1,408,0.00525023946327855,0,-1.52330588289795e-05,0.000339,1.7e-05,4.5e-05,0.00527,-2.9e-05
1,410,0.0050075286302461,0,-1.68510859635986e-05,0.000361,2.8e-05,4.7e-05,0.004985,-3e-05
1,412,0.004818770793201,0,-1.86021652125757e-05,0.000304,3e-05,4e-05,0.004805,-1.8e-05
1,414,0.00468660071751662,0,-2.04953050402354e-05,0.000219,1.5e-05,3.4e-05,0.004635,-6e-06
1,416,0.00462858476710816,0,-2.20197526539221e-05,0.00028,1.7e-05,3.3e-05,0.004632,-5e-06
1,418,0.00461814722690128,0,-2.33381106045179e-05,0.000205,1.6e-05,3.6e-05,0.004565,-1.6e-05
1,420,0.00465925779828452,0,-2.4666667844754e-05,0.000141,2.3e-05,3.9e-05,0.00464,-2.3e-05
1,422,0.00473512637357331,0,-2.59092847912191e-05,0.000196,1.2e-05,4e-05,0.004812,-2.6e-05
1,424,0.00482124236338973,0,-2.69429786595778e-05,0.000141,2.7e-05,4e-05,0.00486,-2.7e-05
1,426,0.00493154263728719,0,-2.76447666654941e-05,0.000224,3e-05,4e-05,0.004952,-3.3e-05
1,428,0.00503706620075163,0,-2.78703057744616e-05,0.000339,3.5e-05,3.5e-05,0.00506,-3.6e-05
1,430,0.00516739793737383,0,-2.76533132280889e-05,0.000339,1.9e-05,3.2e-05,0.00519,-3.4e-05
1,432,0.00531697370511963,0,-2.70702267683262e-05,0.000368,2e-05,3.1e-05,0.00527,-2.8e-05
1,434,0.00550221208003149,0,-2.62757468630572e-05,0.000481,2.2e-05,3.3e-05,0.00551,-2.3e-05
1,436,0.00574166588926741,0,-2.52655601061176e-05,0.000384,3e-05,3.4e-05,0.005738,-2.1e-05
1,438,0.0060283020026533,0,-2.34565570761482e-05,0.00024,1.3e-05,3.5e-05,0.00597,-1.9e-05
1,440,0.00641006478971334,0,-2.07568919609458e-05,7.1e-05,1.6e-05,3.2e-05,0.0064,-2e-05
1,442,0.00686093689488886,0,-1.84415330044292e-05,2.4e-05,1.3e-05,3e-05,0.006773,-1.8e-05
1,444,0.00731534281050587,0,-1.72158821038374e-05,1.1e-05,2.8e-05,3.2e-05,0.007243,-1.7e-05
1,446,0.00783855602417979,0,-1.58559463053786e-05,3.1e-05,1.6e-05,3.5e-05,0.007752,-1.6e-05
1,448,0.00835104843192709,6.06e-07,-1.45485552051554e-05,1.4e-05,1.7e-05,3.6e-05,0.00829,-1.2e-05
1,450,0.00879184179411744,-3.13e-06,-1.34805383992704e-05,0.000297,8e-06,3.4e-05,0.00901,-5e-06
1,452,0.00918861485680352,-1.13e-06,-1.28387254838263e-05,0.000222,1.1e-05,3.1e-05,0.009377,-3e-06
1,454,0.00945579820604157,8.73e-07,-1.28684338781771e-05,0.000117,1.9e-05,3.3e-05,0.009573,-7e-06
1,456,0.00964690078083098,-2.89e-06,-1.36753318486755e-05,7.5e-05,1.7e-05,3.5e-05,0.009657,-1.4e-05
1,458,0.00982074769403875,-2.82e-06,-1.52481120151721e-05,0.000226,2.4e-05,3.3e-05,0.00973,-1.6e-05
1,460,0.00992265303774249,-8.39e-07,-1.68778934822298e-05,0.000148,1.4e-05,2.9e-05,0.009895,-1.6e-05
1,462,0.0100155603552641,-7.27e-07,-1.84557583347557e-05,2.6e-05,1e-05,2.7e-05,0.009982,-1.5e-05
1,464,0.0101591593371261,-2.23e-06,-2.02968039375484e-05,0.000156,2e-05,2.9e-05,0.01019,-1.8e-05
1,466,0.0103258626239353,3.62e-06,-2.23579494139796e-05,0.000255,1.7e-05,3.1e-05,0.01032,-2.3e-05
1,468,0.0105569659863325,1.78e-06,-2.40978973020359e-05,0.000354,1.3e-05,3.2e-05,0.01045,-2.7e-05
1,470,0.0108225170065491,-6.64e-08,-2.56732524485271e-05,0.000283,2e-05,3.1e-05,0.0108,-2.9e-05
1,472,0.0111199971168321,-4.55e-09,-2.75064821884526e-05,0.000495,1.5e-05,3.1e-05,0.01115,-2.9e-05
1,474,0.0114666484146696,-1.87e-06,-2.93845494636822e-05,0.000389,1.4e-05,3e-05,0.011425,-2.9e-05
1,476,0.0118391246962572,2.02e-06,-3.1038124822663e-05,0.000259,1e-05,3e-05,0.011817,-2.8e-05
1,478,0.0122023323321366,1.42e-07,-3.21344034030238e-05,0.000212,1.1e-05,2.8e-05,0.01225,-2.5e-05
1,480,0.0125919540518417,2.06e-06,-3.25944819856664e-05,0.000141,9e-06,2.8e-05,0.0128,-2.6e-05
1,482,0.0129618736658875,-1.73e-06,-3.25267822112253e-05,2.4e-05,1.2e-05,2.9e-05,0.012983,-2.8e-05
1,484,0.0133820678855882,-5.57e-06,-3.21017531747774e-05,3.5e-05,1.5e-05,3.1e-05,0.013375,-3.1e-05
1,486,0.0138535241424842,-5.51e-06,-3.12711796912261e-05,4.7e-05,1e-05,3.1e-05,0.013833,-3.3e-05
1,488,0.014415729328198,4.16e-06,-2.98831135957418e-05,4.7e-05,1.4e-05,2.8e-05,0.0144,-3.3e-05
1,490,0.0151123479533027,-1.54e-06,-2.79453638723804e-05,4.7e-05,2.4e-05,2.6e-05,0.015,-3.2e-05
1,492,0.0159420096360208,-1.48e-06,-2.55445248791695e-05,0.000141,2e-05,2.5e-05,0.0159,-3.1e-05
1,494,0.0169350511544772,4.96e-07,-2.26631859796252e-05,0.000318,2.3e-05,2.6e-05,0.016975,-2.8e-05
1,496,0.0180981974866324,-3.29e-06,-1.92691269232025e-05,0.000424,2e-05,2.7e-05,0.0182,-2.2e-05
1,498,0.0194511597785978,5.89e-07,-1.55200328922607e-05,0.000566,1.8e-05,2.7e-05,0.0195,-1.6e-05
1,500,0.0209707508897129,-3.21e-06,-1.1e-05,0.000778,2.6e-05,2.8e-05,0.02095,-1.1e-05
1,502,0.0227643054111645,-1.26e-06,-5e-06,0.000919,1.4e-05,2.9e-05,0.02265,-5e-06
1,504,0.0250243380185786,6.91e-07,2.74999999999999e-06,0.000778,1.5e-05,2.9e-05,0.02475,3e-06
1,506,0.0274589243544788,4.55e-06,1.4e-05,0.000919,1.3e-05,2.9e-05,0.02705,1.4e-05
1,508,0.0302486496488675,4.57e-06,3.1625e-05,0.001838,1e-05,3.1e-05,0.0293,3.1e-05
1,510,0.0330287214604372,-1.18e-06,5.4e-05,0.000919,7e-06,3.1e-05,0.03315,5.4e-05
1,512,0.0354485869503435,4.57e-06,7.725e-05,0.000825,1.8e-05,3e-05,0.036217,7.8e-05
1,514,0.0378355534834835,4.61e-06,9.40000000000001e-05,0.000636,1.3e-05,2.8e-05,0.03885,9.4e-05
1,516,0.0397690209000376,2e-05,9.9e-05,0.00099,1.2e-05,2.8e-05,0.0404,9.9e-05
1,518,0.0409679152253711,1.23e-05,9.3875e-05,0.001626,1.6e-05,2.8e-05,0.04105,9.5e-05
1,520,0.0418782773916187,1.43e-05,8.20000000000001e-05,0.001273,1.6e-05,2.7e-05,0.0418,8.2e-05
1,522,0.0424279998180255,2.01e-05,6.9375e-05,0.001155,1.9e-05,2.5e-05,0.042183,6.9e-05
1,524,0.042828661056034,1.43e-05,5.7e-05,0.001308,1.6e-05,2.6e-05,0.042575,5.7e-05
1,526,0.0434106616674822,2.01e-05,4.4125e-05,0.001508,1.3e-05,3e-05,0.043133,4.4e-05
1,528,0.0439100260644037,1.82e-05,3.1e-05,0.001414,2e-05,3.3e-05,0.0438,3.1e-05
1,530,0.044530791420722,1.44e-05,1.8e-05,0.001556,1.7e-05,3.3e-05,0.0445,1.8e-05
1,532,0.0452733689828696,1.63e-05,6e-06,0.001579,7e-06,3.4e-05,0.045383,6e-06
1,534,0.0461007516066512,1.25e-05,-4e-06,0.001732,1.3e-05,3.6e-05,0.046175,-4e-06
1,536,0.0469970110743658,1.63e-05,-1.1125e-05,0.001933,1.3e-05,3.4e-05,0.047033,-1.1e-05
1,538,0.0480138655368361,1.25e-05,-1.6e-05,0.002121,1.9e-05,3.1e-05,0.0481,-1.6e-05
1,540,0.0492358118226524,1.06e-05,-1.9625e-05,0.002404,7e-06,2.9e-05,0.0491,-1.9e-05
1,542,0.0505963221670152,1.25e-05,-2.4e-05,0.002687,1.2e-05,2.8e-05,0.0503,-2.4e-05
1,544,0.0522710080645883,9.55e-07,-2.975e-05,0.002758,8e-06,2.9e-05,0.05195,-3e-05
1,546,0.0540255977424827,8.63e-06,-3.4e-05,0.00264,2.3e-05,2.8e-05,0.053833,-3.4e-05
1,548,0.0558487644451329,1.25e-05,-3.3625e-05,0.002828,1.9e-05,2.8e-05,0.0557,-3.5e-05
1,550,0.0576483104802165,2.86e-06,-3.1e-05,0.002263,1.1e-05,2.8e-05,0.0581,-3.1e-05
1,552,0.059210836408999,4.77e-06,-3.0375e-05,0.002074,1.9e-05,3e-05,0.059833,-3.1e-05
1,554,0.0606820071743581,6.69e-06,-3.4e-05,0.002227,1.5e-05,3e-05,0.061025,-3.4e-05
1,556,0.0618228256541005,6.75e-06,-4.275e-05,0.002734,9e-06,2.9e-05,0.061867,-4.4e-05
1,558,0.0627517640045164,1.25e-05,-5.2e-05,0.002899,1.3e-05,3e-05,0.06265,-5.2e-05
1,560,0.0638303336599655,6.8e-06,-5.9e-05,0.002687,1.4e-05,3.2e-05,0.0638,-5.9e-05
1,562,0.0648469069222255,1.06e-05,-6.75e-05,0.002404,1.2e-05,3.4e-05,0.065,-6.7e-05
1,564,0.0660331506243197,-2.79e-06,-7.6e-05,0.002828,1.5e-05,3.1e-05,0.0661,-7.6e-05
1,566,0.0674881218291081,1.04e-06,-8.1875e-05,0.003111,1.4e-05,2.8e-05,0.0674,-8.2e-05
1,568,0.0692976868945033,-8.9e-07,-8.6e-05,0.00297,1.3e-05,2.5e-05,0.0693,-8.6e-05
1,570,0.0715695665114222,-9e-07,-9.00000000000001e-05,0.00297,1e-05,2.7e-05,0.0716,-9e-05
1,572,0.0741466074931627,-2.83e-06,-9.10000000000001e-05,0.003229,1.9e-05,3.1e-05,0.074317,-9.1e-05
1,574,0.0776381661971046,-6.68e-06,-8.6e-05,0.003429,1.1e-05,3.6e-05,0.077675,-8.6e-05
1,576,0.0818704847249924,-8.62e-06,-7.4125e-05,0.003583,1.9e-05,3.8e-05,0.081867,-7.4e-05
1,578,0.0869697947323015,-1.06e-05,-5.4e-05,0.004313,2.1e-05,3.9e-05,0.08665,-5.4e-05
1,580,0.0930837352658244,-1.06e-05,-2.2875e-05,0.004808,2.1e-05,4.4e-05,0.093,-2.4e-05
1,582,0.100236063241139,-1.44e-05,2e-05,0.005869,1.4e-05,4.4e-05,0.09995,2e-05
1,584,0.108439576883593,-1.25e-05,7.275e-05,0.006116,2.5e-05,4.1e-05,0.108775,7.3e-05
1,586,0.117608589772212,-2.22e-05,0.000127,0.006647,2.3e-05,3.7e-05,0.1187,0.000127
1,588,0.128468892428668,-1.83e-05,0.000176,0.00891,1.5e-05,4e-05,0.1283,0.000176
1,590,0.141748769391047,-2.22e-05,0.000230375,0.008485,1.6e-05,4.5e-05,0.1411,0.00023
1,592,0.156298297518708,-1.83e-05,0.000297,0.01096,1.9e-05,4.5e-05,0.15385,0.000297
1,594,0.173439099263993,-2.02e-05,0.00038125,0.013789,1.6e-05,3.7e-05,0.16915,0.000382
1,596,0.190946607170042,-3.18e-05,0.000486,0.017513,1.4e-05,3.5e-05,0.188017,0.000486
1,598,0.208598388578757,-4.14e-05,0.000617875,0.022203,3.5e-05,5.2e-05,0.2082,0.000616
1,600,0.22530731606737,-4.33e-05,0.000759,0.007059,2.2e-05,8e-05,0.23525,0.000759
1,602,0.238892792147596,-4.33e-05,0.000885375,0.007164,2.6e-05,8.9e-05,0.2388,0.000887
1,604,0.250509888525628,-1.26e-05,0.000976,0.007572,1.2e-05,8.4e-05,0.25235,0.000976
1,606,0.257520802148266,4.64e-06,0.001012875,0.007782,2.5e-05,6.9e-05,0.259433,0.001015
1,608,0.262507434434824,2.19e-05,0.000995,0.007887,1.1e-05,7.1e-05,0.2629,0.000995
1,610,0.265133972810014,3.53e-05,0.000923,0.007932,2.4e-05,6.7e-05,0.2644,0.000924
1,612,0.266642219111053,4.3e-05,0.000826000000000001,0.007974,2.7e-05,5.6e-05,0.2658,0.000826
1,614,0.26886076805897,4.87e-05,0.000737125000000001,0.008016,1.9e-05,4.3e-05,0.26715,0.000733
1,616,0.270247255638674,4.1e-05,0.000661000000000001,0.008064,1.8e-05,4.3e-05,0.268767,0.000661
1,618,0.272236877858011,6.21e-05,0.000593,0.008121,2.4e-05,5.4e-05,0.2707,0.000593
1,620,0.275249811045282,5.44e-05,0.000514625,0.008265,2.7e-05,5.8e-05,0.2755,0.000516
1,622,0.278488109277312,4.67e-05,0.000428,0.008376,2.3e-05,7.1e-05,0.279167,0.000428
1,624,0.282046798686731,4.86e-05,0.00033525,0.008466,1.6e-05,9.2e-05,0.2822,0.000338
1,626,0.285745383030384,4.67e-05,0.000238,0.008571,1.9e-05,0.000104,0.285733,0.000238
1,628,0.28917739799912,4.67e-05,0.0001455,0.008712,1.7e-05,9.5e-05,0.2904,0.000142
1,630,0.292599713417403,4.47e-05,6.9e-05,0.008748,2.3e-05,7.5e-05,0.2916,6.9e-05
1,632,0.296202059552617,4.47e-05,1e-05,0.008907,1.5e-05,5.8e-05,0.296867,1e-05
1,634,0.299818444315107,4.08e-05,-4.7875e-05,0.009012,1.6e-05,6.2e-05,0.30035,-4.8e-05
1,636,0.303659822626189,4.08e-05,-0.000106,0.009102,2.7e-05,6.1e-05,0.303367,-0.000106
1,638,0.307782811262103,4.08e-05,-0.00016625,0.009231,1.4e-05,7.9e-05,0.3077,-0.000166
1,640,0.312251931498161,3.12e-05,-0.000219,0.009324,1.8e-05,9.9e-05,0.3108,-0.000219
1,642,0.31688021129237,3.31e-05,-0.000249625,0.009549,1.7e-05,0.000108,0.318267,-0.000254
1,644,0.321700641103166,3.5e-05,-0.000272,0.009705,2.2e-05,0.000107,0.3235,-0.000272
1,646,0.327810172213653,2.92e-05,-0.000309,0.009849,2.3e-05,9.3e-05,0.328333,-0.000309
1,648,0.335058423619337,2.15e-05,-0.00034775,0.01005,1.4e-05,8.4e-05,0.335,-0.000355
1,650,0.343434938967967,2.15e-05,-0.000362,0.0102,2.1e-05,5.6e-05,0.34,-0.000362
1,652,0.354363499824661,1.76e-05,-0.00034325,0.01056,2.2e-05,4.7e-05,0.352,-0.00034
1,654,0.366151656866342,8.02e-06,-0.000291,0.010935,1.6e-05,5e-05,0.3645,-0.000291
1,656,0.379594513454468,-3.51e-06,-0.000187,0.011349,2.2e-05,8.6e-05,0.378333,-0.000191
1,658,0.393039629552148,-2.27e-05,-5.89999999999999e-05,0.01179,1.7e-05,1e-04,0.393,-5.9e-05
1,660,0.405164634470153,-1.51e-05,4.31250000000001e-05,0.0123,1.3e-05,7.4e-05,0.41,5.4e-05
1,662,0.416376124977446,-3.56e-06,9.2e-05,0.012579,1.7e-05,4.7e-05,0.419333,9.2e-05
1,664,0.424572001014272,9.85e-06,8.1625e-05,0.012795,2.4e-05,4.6e-05,0.4265,8.6e-05
1,666,0.431549451503304,1.75e-05,3.9e-05,0.012939,1.5e-05,3.4e-05,0.431333,3.9e-05
1,668,0.436390824634906,9.81e-06,-1.0125e-05,0.01308,1.6e-05,5.8e-05,0.436,-1.1e-05
1,670,0.440488189300271,1.55e-05,-6e-05,0.01317,3.5e-05,9e-05,0.439,-6e-05
1,672,0.444974740333137,5.92e-06,-0.00011775,0.01335,2.5e-05,0.000109,0.445,-0.000111
1,674,0.448828840881431,7.81e-06,-0.000192,0.01344,9e-06,8.3e-05,0.448,-0.000192
1,676,0.453686385960262,-1.81e-06,-0.000277,0.013569,1.6e-05,7.8e-05,0.452333,-0.000277
1,678,0.459336180063822,-1.53e-05,-0.000342,0.01383,2.4e-05,8.5e-05,0.461,-0.000345
1,680,0.465769329945568,-2.49e-05,-0.000384,0.01395,1.1e-05,0.000102,0.465,-0.000384
1,682,0.473057646954365,-3.64e-05,-0.000408125,0.014211,1.6e-05,0.000106,0.473667,-0.000406
1,684,0.481521851128226,-4.22e-05,-0.000432,0.01446,1.8e-05,0.000117,0.482,-0.000432
1,686,0.491397840142219,-5.57e-05,-0.00046125,0.014739,1.3e-05,0.000109,0.491333,-0.000466
1,688,0.502302709901478,-6.72e-05,-0.000473,0.01506,1.6e-05,8.6e-05,0.502,-0.000473
1,690,0.515620969188836,-8.26e-05,-0.000456,0.01548,1.9e-05,6.7e-05,0.516,-0.000456
1,692,0.529958723465858,-9.8e-05,-0.0004475,0.015921,1.5e-05,7.7e-05,0.530667,-0.000443
1,694,0.547029784242834,-0.000109507,-0.000441,0.016455,2.1e-05,6.9e-05,0.5485,-0.000441
1,696,0.566948785522657,-0.000132562,-0.000434,0.0171,1.2e-05,8.6e-05,0.57,-0.000421
1,698,0.590783402274923,-0.000153692,-0.00033,0.01776,1.8e-05,0.000118,0.592,-0.00033
1,700,0.619996824502097,-0.000169052,-9.3625e-05,0.016122,1.8e-05,0.000138,0.6126,-1.1e-05
1,702,0.653068616829813,-0.000188243,0.000136,0.00224,2.6e-05,0.000123,0.651584,0.000136
1,704,0.692998970498799,-0.000207438,0.000372,0.015299,1e-05,8.3e-05,0.694318,0.000372
1,706,0.738991985289451,-0.000217044,0.000719,0.028696,3.1e-05,9.6e-05,0.741625,0.000741
1,708,0.791699339359772,-0.000232411,0.00114,0.047735,1.6e-05,0.000155,0.789754,0.00114
1,710,0.851588529714979,-0.000243942,0.001662125,0.041083,2.4e-05,0.000145,0.85605,0.001642
1,712,0.919106827143806,-0.00026315,0.002291,0.047956,1.4e-05,0.000102,0.91891,0.002291
1,714,0.993971522479305,-0.000270846,0.00297,0.042455,2.8e-05,0.000102,0.99052,0.00297
1,716,1.0774953745057,-0.000282381,0.003664,0.045868,2.3e-05,4.8e-05,1.076767,0.003664
1,718,1.16954307008921,-0.000293919,0.004353875,0.070569,2.7e-05,8.9e-05,1.1689,0.004358
1,720,1.27225814805926,-0.000297782,0.005051,0.074161,4.6e-05,7.6e-05,1.28344,0.005051
1,722,1.39585151331827,-0.00030932,0.005746875,0.103313,4.3e-05,7.4e-05,1.387387,0.005775
1,724,1.52833688494741,-0.000313181,0.006557,0.114905,3.1e-05,0.000102,1.50375,0.006557
1,726,1.67730018512329,-0.000332392,0.007682375,0.13534,4e-05,8.9e-05,1.6477,0.007649
1,728,1.82786497906899,-0.000389981,0.009199,0.15825,5.5e-05,5.7e-05,1.7899,0.009199
1,730,1.96991691067097,-0.000503217,0.011093875,0.061056,5.5e-05,3.4e-05,2.035217,0.011088
1,732,2.11480515472347,-0.00058767,0.012963,0.06431,6e-05,3.4e-05,2.14365,0.012963
1,734,2.23868839278006,-0.000593452,0.014424,0.067562,5.3e-05,5.7e-05,2.252083,0.014424
1,736,2.33625712751024,-0.000480264,0.015033,0.070215,6.4e-05,4.8e-05,2.3405,0.015029
1,738,2.41823202903454,-0.000292241,0.014941,0.072267,6.2e-05,5.7e-05,2.4089,0.014941
1,740,2.47706823753056,-6.01e-05,0.01429125,0.074319,7.4e-05,0.000112,2.4773,0.014291
1,742,2.52205875679695,0.000141375,0.013302,0.075573,5.6e-05,7.4e-05,2.5191,0.013302
1,744,2.55960488182305,0.000306375,0.01219675,0.076827,5.5e-05,0.000108,2.5609,0.012195
1,746,2.58426671028494,0.000406135,0.011014,0.077638,7e-05,7.4e-05,2.58794,0.011014
1,748,2.60374317437444,0.000502055,0.00978900000000001,0.078007,4.5e-05,5.7e-05,2.60022,0.009789
1,750,2.61625901832597,0.000548086,0.008634125,0.078375,4.1e-05,7.6e-05,2.6125,0.008653
1,752,2.62268909523124,0.000582602,0.007516,0.078578,2.6e-05,0.000101,2.61926,0.007516
1,754,2.62627990160913,0.000596008,0.006405375,0.078781,4.1e-05,4.8e-05,2.62602,0.006439
1,756,2.62526885982803,0.000607491,0.005302,0.078774,3.6e-05,7.4e-05,2.6258,0.005302
1,758,2.62208002787958,0.000603622,0.00428725,0.078558,3.3e-05,7.6e-05,2.6186,0.004254
1,760,2.61500605094135,0.000593996,0.003339,0.078342,2.3e-05,5.7e-05,2.6114,0.003339
1,762,2.60201029404413,0.000578616,0.002335,0.077998,1.4e-05,5.7e-05,2.599933,0.002335
1,764,2.58200020011159,0.000567075,0.001407125,0.077654,3e-05,0.000122,2.588467,0.001406
1,766,2.55711992599527,0.000542106,0.000549,0.07731,1.9e-05,0.000123,2.577,0.000549
1,768,2.52680496976451,0.00051522,-0.0002685,0.07567,2e-05,0.000108,2.522333,-0.000248
1,770,2.49213516119282,0.000488334,-0.001045,0.074366,2.8e-05,7.6e-05,2.47885,-0.001045
1,772,2.45264791821172,0.000453773,-0.0017975,0.073397,2.9e-05,0.000174,2.44655,-0.001738
1,774,2.40984653935823,0.000415374,-0.002506,0.072428,2.3e-05,7.4e-05,2.41425,-0.002506
1,776,2.36451913721486,0.000375055,-0.003066875,0.071178,2.6e-05,5.7e-05,2.3726,-0.003052
1,778,2.31773516138813,0.000323223,-0.003554,0.069648,3e-05,0.000128,2.3216,-0.003554
1,780,2.26958962309519,0.000282905,-0.00406725,0.068118,3e-05,7.6e-05,2.2706,-0.004071
1,782,2.2216280803893,0.000236831,-0.004499,0.066586,3.1e-05,0.000122,2.21952,-0.004499
1,784,2.1737972761731,0.000181165,-0.004818,0.065053,2.6e-05,0.000102,2.16844,-0.004764
1,786,2.12823052159248,0.000110148,-0.005104,0.063759,1.7e-05,8.3e-05,2.125317,-0.005104
1,788,2.08864625279809,5.83e-05,-0.005315875,0.062705,2.2e-05,8.9e-05,2.09015,-0.005325
1,790,2.05192624373133,4.57e-06,-0.005443,0.061649,9e-06,0.000102,2.054983,-0.005443
1,792,2.02192693362052,-5.3e-05,-0.005547,0.06065,5.9e-05,0.000141,2.021667,-0.005547
1,794,1.99747130691454,-0.000124038,-0.005567375,0.059706,2.6e-05,0.000101,1.9902,-0.005547
1,796,1.97935445589367,-0.000175874,-0.005532,0.059444,1.7e-05,0.000148,1.981467,-0.005532
1,798,1.9676234244009,-0.00023539,-0.005387625,0.059182,4.1e-05,0.000108,1.972733,-0.005428
1,800,1.96373756546779,-0.00029491,-0.005133,0.05892,3.7e-05,0.000131,1.964,-0.005133
1,802,1.9698607507982,-0.00036211,-0.004829,0.05913,0.000162,0.000112,1.971,-0.004868
1,804,1.98392118199668,-0.000413961,-0.004425,0.05934,0.000156,0.000101,1.978,-0.004425
1,806,2.00849841867261,-0.000469654,-0.003908,0.060077,0.000156,0.000155,2.00255,-0.003908
1,808,2.04201258420555,-0.000538781,-0.003384375,0.06134,0.000133,7.6e-05,2.04465,-0.003392
1,810,2.08626415373348,-0.000588721,-0.002772,0.06281,0.000151,8.9e-05,2.093667,-0.002772
1,812,2.14268347780262,-0.000640582,-0.00207425,0.064488,0.000146,0.000155,2.1496,-0.002004
1,814,2.21112551330271,-0.000667498,-0.001384,0.066166,0.00013,0.000201,2.205533,-0.001384
1,816,2.29811179297848,-0.000705927,-0.000657,0.068501,0.000141,0.000183,2.28338,-0.000646
