SampleID,wavelen,value
I020105,698,0.0180246587531424
I020105,700,0.0174945900147283
I020105,702,0.0169801095252398
I020105,704,0.0164807588658212
I020105,706,0.0159960930987874
I020105,708,0.0155256803711706
I020105,710,0.0150691015299244
I020105,712,0.0146259497484457
I020105,714,0.0141958301640783
I020105,716,0.0137783595262776
I020105,718,0.0133731658551221
I020105,720,0.0129798881098671
I020105,722,0.0125981758672454
I020105,724,0.012227689009229
I020105,726,0.0118680974199728
I020105,728,0.0115190806916709
I020105,730,0.0111803278390622
I020105,732,0.0108515370223332
I020105,734,0.0105324152781682
I020105,736,0.0102226782587098
I020105,738,0.00992204997819588
I020105,740,0.00963026256704686
I020105,742,0.00934705603318551
I020105,744,0.00907217803037543
I020105,746,0.00880538363337246
I020105,748,0.0085464351196881
I020105,750,0.00829510175777127
I020105,752,0.00805115960141883
I020105,754,0.00781439129023231
I020105,756,0.00758458585594271
I020105,758,0.0073615385344309
I020105,760,0.00714505058327608
I020105,762,0.0069349291046699
I020105,764,0.00673098687353819
I020105,766,0.00653304217071732
I020105,768,0.00634091862103655
I020105,770,0.00615444503616197
I020105,772,0.00597345526206216
I020105,774,0.00579778803095953
I020105,776,0.00562728681763545
I020105,778,0.00546179969996127
I020105,780,0.00530117922353065
I020105,782,0.00514528227027298
I020105,784,0.0049939699309305
I020105,786,0.00484710738128557
I020105,788,0.00470456376202798
I020105,790,0.00456621206215505
I020105,792,0.00443192900580061
I020105,794,0.00430159494239228
I020105,796,0.00417509374003887
I020105,798,0.00405231268205311
I020105,800,0.00393314236651741
I020105,802,0.00381747660880316
I020105,804,0.00370521234695682
I020105,806,0.00359624954986833
I020105,808,0.00349049112814018
I020105,810,0.00338784284757751
I020105,812,0.00328821324522247
I020105,814,0.00319151354785773
I020105,816,0.0030976575929066
I020105,818,0.00300656175165942
I020105,820,0.00291814485475765
I020105,822,0.00283232811986933
I020105,824,0.00274903508149143
I020105,826,0.00266819152281667
I020105,828,0.00258972540960384
I020105,830,0.00251356682599302
I020105,832,0.00243964791220824
I020105,834,0.00236790280409221
I020105,836,0.00229826757441921
I020105,838,0.0022306801759339
I020105,840,0.00216508038606511
I020105,842,0.00210140975326567
I020105,844,0.00203961154493008
I020105,846,0.00197963069684398
I020105,848,0.00192141376412014
I020105,850,0.00186490887357728
I020105,852,0.00181006567751944
I020105,854,0.00175683530887448
I020105,856,0.00170517033765198
I020105,858,0.00165502472868155
I020105,860,0.00160635380059403
I020105,862,0.00155911418600886
I020105,864,0.00151326379289242
I020105,866,0.0014687617670526
I020105,868,0.00142556845573642
I020105,870,0.0013836453722981
I020105,872,0.00134295516190626
I020105,874,0.00130346156825948
I020105,876,0.00126512940128084
I020105,878,0.00122792450576232
I020105,880,0.0011918137309315
I020105,882,0.00115676490091305
I020105,884,0.00112274678605904
I020105,886,0.00108972907512229
I020105,888,0.00105768234824805
I020105,890,0.00102657805075998
I020105,892,0.000996388467716971
I020105,894,0.000967086699218248
I020105,896,0.000938646636434682
I020105,898,0.000911042938344986
I020105,900,0.000884251009156012
I020105,902,0.000858246976387125
I020105,904,0.000833007669599033
I020105,906,0.000808510599748173
I020105,908,0.000784733939148247
I020105,910,0.000761656502021037
I020105,912,0.000739257725619192
I020105,914,0.000717517651904148
I020105,916,0.000696416909762866
I020105,918,0.000675936697747538
I020105,920,0.0006560587673229
I020105,922,0.000636765406606168
I020105,924,0.000618039424585196
I020105,926,0.000599864135800717
I020105,928,0.000582223345479051
I020105,930,0.000565101335102043
I020105,932,0.000548482848401348
I020105,934,0.000532353077764598
I020105,936,0.00051669765104134
I020105,938,0.000501502618736983
I020105,940,0.000486754441583341
I020105,942,0.000472439978474709
I020105,944,0.000458546474758706
I020105,946,0.000445061550871467
I020105,948,0.00043197319130705
I020105,950,0.000419269733911223
I020105,952,0.000406939859490117
I020105,954,0.000394972581724444
I020105,956,0.000383357237380333
I020105,958,0.000372083476808046
I020105,960,0.000361141254720096
I020105,962,0.000350520821240578
I020105,964,0.000340212713217702
I020105,966,0.000330207745791825
I020105,968,0.000320497004211437
I020105,970,0.000311071835889832
I020105,972,0.000301923842695368
I020105,974,0.00029304487346846
I020105,976,0.000284427016758631
I020105,978,0.000276062593775153
I020105,980,0.000267944151544993
I020105,982,0.000260064456271975
I020105,984,0.000252416486891228
I020105,986,0.000244993428813193
I020105,988,0.000237788667851595
I020105,990,0.000230795784329997
I020105,992,0.000224008547361654
I020105,994,0.00021742090929759
I020105,996,0.000211027000337947
I020105,998,0.000204821123301804
I020105,1000,0.0001987977485508
I020105,1002,0.000192951509062048
I020105,1004,0.000187277195645946
I020105,1006,0.000181769752304614
I020105,1008,0.000176424271726839
I020105,1010,0.000171235990915499
I020105,1012,0.000166200286943581
I020105,1014,0.000161312672834998
I020105,1016,0.000156568793566551
I020105,1018,0.000151964422187461
I020105,1020,0.000147495456053015
I020105,1022,0.000143157913168981
I020105,1024,0.000138947928643519
I020105,1026,0.000134861751243434
I020105,1028,0.000130895740051713
I020105,1030,0.00012704636122334
I020105,1032,0.000123310184836532
I020105,1034,0.000119683881836565
I020105,1036,0.000116164221069475
I020105,1038,0.000112748066403001
I020105,1040,0.000109432373932182
I020105,1042,0.000106214189267145
I020105,1044,0.000103090644900642
I020105,1046,0.000100058957653012
I020105,1048,9.71164261922756e-05
I020105,1050,9.42604286271596e-05
I020105,1052,9.1488420170907e-05
I020105,1054,8.87979308737913e-05
I020105,1056,8.61865634223077e-05
I020105,1058,8.36519910030909e-05
I020105,1060,8.11919552296477e-05
I020105,1062,7.88042641300619e-05
I020105,1064,7.64867901938746e-05
I020105,1066,7.42374684764056e-05
I020105,1068,7.20542947588181e-05
I020105,1070,6.99353237622956e-05
I020105,1072,6.7878667414735e-05
I020105,1074,6.58824931684135e-05
I020105,1076,6.39450223671274e-05
I020105,1078,6.20645286613536e-05
I020105,1080,6.02393364700144e-05
I020105,1082,5.84678194874808e-05
I020105,1084,5.67483992344817e-05
I020105,1086,5.50795436516265e-05
I020105,1088,5.34597657342914e-05
I020105,1090,5.1887622207649e-05
I020105,1092,5.03617122406645e-05
I020105,1094,4.88806761979084e-05
I020105,1096,4.7443194428078e-05
I020105,1098,4.60479860881451e-05
I020105,1100,4.46938080020831e-05
I020105,1102,4.33794535531559e-05
I020105,1104,4.21037516087845e-05
I020105,1106,4.08655654770289e-05
I020105,1108,3.96637918937585e-05
I020105,1110,3.84973600396087e-05
I020105,1112,3.73652305858452e-05
I020105,1114,3.62663947682885e-05
I020105,1116,3.5199873488472e-05
I020105,1118,3.41647164412345e-05
I020105,1120,3.31600012679653e-05
I020105,1122,3.21848327347548e-05
I020105,1124,3.12383419347109e-05
I020105,1126,3.03196855137346e-05
I020105,1128,2.94280449190645e-05
I020105,1130,2.85626256699194e-05
I020105,1132,2.772265664959e-05
I020105,1134,2.69073894183491e-05
I020105,1136,2.61160975465673e-05
I020105,1138,2.53480759674405e-05
I020105,1140,2.46026403487527e-05
I020105,1142,2.38791264831132e-05
I020105,1144,2.31768896961267e-05
I020105,1146,2.24953042719673e-05
I020105,1148,2.18337628958454e-05
I020105,1150,2.119167611287e-05
I020105,1152,2.05684718028261e-05
I020105,1154,1.99635946703961e-05
I020105,1156,1.93765057503741e-05
I020105,1158,1.88066819274302e-05
I020105,1160,1.82536154699978e-05
I020105,1162,1.77168135778681e-05
I020105,1164,1.71957979430894e-05
I020105,1166,1.66901043237787e-05
I020105,1168,1.61992821304674e-05
I020105,1170,1.57228940246113e-05
I020105,1172,1.52605155289079e-05
I020105,1174,1.48117346490732e-05
I020105,1176,1.43761515067411e-05
I020105,1178,1.39533779831591e-05
I020105,1180,1.3543037373362e-05
I020105,1182,1.31447640505153e-05
I020105,1184,1.27582031401294e-05
I020105,1186,1.2383010203856e-05
I020105,1188,1.20188509325809e-05
I020105,1190,1.16654008485447e-05
I020105,1192,1.13223450162225e-05
I020105,1194,1.09893777617056e-05
I020105,1196,1.06662024003363e-05
I020105,1198,1.03525309723527e-05
I020105,1200,1.00480839863064e-05
I022704,250,27.8541008350936
I022704,252,27.1939996440318
I022704,254,26.5515335183366
I022704,256,25.9274402572133
I022704,258,25.3223565313014
I022704,260,24.7354908458894
I022704,262,24.1608724326689
I022704,264,23.5917765517542
I022704,266,23.0220993053327
I022704,268,22.4463421838085
I022704,270,21.8595966798861
I022704,272,21.2575885666482
I022704,274,20.636712522291
I022704,276,19.9953861589756
I022704,278,19.3377004679694
I022704,280,18.6688395326284
I022704,282,17.9936383079701
I022704,284,17.3171117919556
I022704,286,16.6459318341753
I022704,288,15.9864575346943
I022704,290,15.344160703704
I022704,292,14.7233643700748
I022704,294,14.1264830404214
I022704,296,13.5551745583772
I022704,298,13.010717458201
I022704,300,12.4936340252127
I022704,302,12.0026016191092
I022704,304,11.5359692457272
I022704,306,11.0922048941295
I022704,308,10.6697867445846
I022704,310,10.2669265502
I022704,312,9.88190752084727
I022704,314,9.51317497248451
I022704,316,9.15932159787898
I022704,318,8.81928481931894
I022704,320,8.49290392996248
I022704,322,8.18017775814058
I022704,324,7.88104598135698
I022704,326,7.59522956467212
I022704,328,7.32178412029181
I022704,330,7.05968596548333
I022704,332,6.80800351173652
I022704,334,6.56576919875504
I022704,336,6.3316461750376
I022704,338,6.10433879715408
I022704,340,5.88270905571555
I022704,342,5.66606961010138
I022704,344,5.454994829202
I022704,346,5.25025084204554
I022704,348,5.05247771388678
I022704,350,4.86225840636878
I022704,352,4.68028846643109
I022704,354,4.50718210256069
I022704,356,4.34342602497039
I022704,358,4.18898443592074
I022704,360,4.04219308488986
I022704,362,3.9011941238022
I022704,364,3.76435414670746
I022704,366,3.6305439030444
I022704,368,3.49993416468668
I022704,370,3.37294586276155
I022704,372,3.24993390425132
I022704,374,3.13119128976858
I022704,376,3.01695230670288
I022704,378,2.90740024863373
I022704,380,2.80267343407696
I022704,382,2.70287043006485
I022704,384,2.60800103585835
I022704,386,2.51784377792947
I022704,388,2.43213658343869
I022704,390,2.35063376478829
I022704,392,2.27306510238764
I022704,394,2.19902574171098
I022704,396,2.12811121415137
I022704,398,2.05995592996005
I022704,400,1.99421609074218
I022704,402,1.93052941935763
I022704,404,1.86855910229133
I022704,406,1.80800549536504
I022704,408,1.74865893354392
I022704,410,1.69054843873213
I022704,412,1.63375013240295
I022704,414,1.57832896604433
I022704,416,1.52434628827475
I022704,418,1.47187941641734
I022704,420,1.42099828446055
I022704,422,1.37175908902387
I022704,424,1.32419379854582
I022704,426,1.27827967833321
I022704,428,1.23398041950418
I022704,430,1.19125878914276
I022704,432,1.15007944816852
I022704,434,1.11041628897034
I022704,436,1.07224353256323
I022704,438,1.03553325639678
I022704,440,1.0002557217851
I022704,442,0.96637176579022
I022704,444,0.933811475028299
I022704,446,0.902501637530375
I022704,448,0.872373857872639
I022704,450,0.843365339107537
I022704,452,0.815421631598982
I022704,454,0.788492509232025
I022704,456,0.762530585252613
I022704,458,0.737494996968938
I022704,460,0.713361809913239
I022704,462,0.690110640971934
I022704,464,0.667720651797995
I022704,466,0.646167914761723
I022704,468,0.625417985349919
I022704,470,0.605435376309292
I022704,472,0.586186384399124
I022704,474,0.567640800196456
I022704,476,0.549776785369265
I022704,478,0.532574618991787
I022704,480,0.516014806799695
I022704,482,0.500080237166155
I022704,484,0.484762056566444
I022704,486,0.470052490211348
I022704,488,0.455942755283156
I022704,490,0.442412096577058
I022704,492,0.429397169139848
I022704,494,0.416829786804817
I022704,496,0.404648165786681
I022704,498,0.392800544686383
I022704,500,0.381256129254084
I022704,502,0.369990818571657
I022704,504,0.358982709731184
I022704,506,0.348211972621321
I022704,508,0.337667875750111
I022704,510,0.327368354801952
I022704,512,0.317335572527593
I022704,514,0.307588533124205
I022704,516,0.298139402708106
I022704,518,0.288983001243343
I022704,520,0.280110285612125
I022704,522,0.271512488281823
I022704,524,0.26318106148866
I022704,526,0.255107538077693
I022704,528,0.247283685914048
I022704,530,0.239701548448166
I022704,532,0.23235338917472
I022704,534,0.225231556105835
I022704,536,0.218328628583568
I022704,538,0.211637454802932
I022704,540,0.205151212066246
I022704,542,0.198863592052139
I022704,544,0.192768549398364
I022704,546,0.186860220628708
I022704,548,0.181132915587001
I022704,550,0.175581103428868
I022704,552,0.170199418407822
I022704,554,0.164982658171278
I022704,556,0.159925778241081
I022704,558,0.155023885635366
I022704,560,0.150272236169072
I022704,562,0.145666230520153
I022704,564,0.141201408757959
I022704,566,0.136873443136947
I022704,568,0.132678137575917
I022704,570,0.128611424714023
I022704,572,0.124669361959122
I022704,574,0.12084812779155
I022704,576,0.117144018420696
I022704,578,0.113553443730523
I022704,580,0.110072923656431
I022704,582,0.106699084823224
I022704,584,0.103428657307239
I022704,586,0.10025847142605
I022704,588,0.0971854546536309
I022704,590,0.0942066286511341
I022704,592,0.091319106404524
I022704,594,0.0885200893960564
I022704,596,0.0858068648827793
I022704,598,0.083176803263982
I022704,600,0.0806273555228708
I022704,602,0.0781560507686182
I022704,604,0.0757604938454646
I022704,606,0.0734383630112282
I022704,608,0.0711874076867187
I022704,610,0.0690054462749954
I022704,612,0.0668903640471417
I022704,614,0.064840111092635
I022704,616,0.0628527003324277
I022704,618,0.0609262055933068
I022704,620,0.0590587597411326
I022704,622,0.0572485528713022
I022704,624,0.055493830554799
I022704,626,0.0537928921375849
I022704,628,0.0521440890922756
I022704,630,0.0505458234204094
I022704,632,0.0489965461036871
I022704,634,0.0474947556026827
I022704,636,0.0460389964015724
I022704,638,0.0446278575974688
I022704,640,0.0432599715329911
I022704,642,0.0419340124707467
I022704,644,0.0406486953084473
I022704,646,0.0394027743334055
I022704,648,0.0381950420152056
I022704,650,0.0370243278353788
I022704,652,0.0358894971529545
I022704,654,0.0347894501047818
I022704,656,0.0337231205395558
I022704,658,0.0326894749845188
I022704,660,0.0316875116438311
I022704,662,0.0307162594276433
I022704,664,0.0297747770109291
I022704,666,0.0288621519211647
I022704,668,0.0279774996539729
I022704,670,0.0271199628158726
I022704,672,0.0262887102933042
I022704,674,0.025482936447125
I022704,676,0.0247018603317945
I022704,678,0.0239447249384921
I022704,680,0.0232107964614337
I022704,682,0.0224993635866769
I022704,684,0.0218097368027247
I022704,686,0.0211412477322599
I022704,688,0.0204932484843625
I022704,690,0.0198651110265825
I022704,692,0.0192562265762584
I022704,694,0.0186660050104936
I022704,696,0.0180938742942165
I022704,698,0.017539279925772
I022704,700,0.0170016843995052
I022704,702,0.0164805666848182
I022704,704,0.0159754217211939
I022704,706,0.0154857599286981
I022704,708,0.0150111067334847
I022704,710,0.0145510021078452
I022704,712,0.0141050001243554
I022704,714,0.013672668523689
I022704,716,0.0132535882956767
I022704,718,0.0128473532732076
I022704,720,0.012453569738577
I022704,722,0.0120718560419005
I022704,724,0.0117018422312236
I022704,726,0.0113431696939696
I022704,728,0.0109954908093762
I022704,730,0.0106584686115867
I022704,732,0.0103317764630667
I022704,734,0.0100150977380313
I022704,736,0.00970812551557538
I022704,738,0.00941056228221019
I022704,740,0.00912211964351681
I022704,742,0.00884251804463822
I022704,744,0.00857148649933824
I022704,746,0.00830876232736527
I022704,748,0.00805409089986599
I022704,750,0.00780722539260239
I022704,752,0.00756792654673288
I022704,754,0.00733596243692576
I022704,756,0.00711110824658025
I022704,758,0.00689314604993711
I022704,760,0.00668186460086776
I022704,762,0.00647705912813746
I022704,764,0.00627853113694349
I022704,766,0.0060860882165367
I022704,768,0.00589954385373948
I022704,770,0.00571871725217958
I022704,772,0.00554343315706464
I022704,774,0.00537352168532754
I022704,776,0.00520881816097788
I022704,778,0.00504916295550024
I022704,780,0.00489440133314421
I022704,782,0.00474438330095655
I022704,784,0.00459896346341001
I022704,786,0.00445800088148777
I022704,788,0.00432135893608728
I022704,790,0.00418890519561074
I022704,792,0.00406051128761415
I022704,794,0.00393605277439037
I022704,796,0.00381540903236575
I022704,798,0.00369846313519332
I022704,800,0.00358510174042927
I022704,802,0.00347521497968295
I022704,804,0.00336869635213384
I022704,806,0.00326544262131235
I022704,808,0.00316535371504437
I022704,810,0.00306833262846262
I022704,812,0.00297428532999079
I022704,814,0.00288312067020938
I022704,816,0.00279475029351481
I022704,818,0.0027090885524864
I022704,820,0.00262605242487792
I022704,822,0.00254556143315356
I022704,824,0.00246753756649015
I022704,826,0.00239190520517005
I022704,828,0.00231859104729153
I022704,830,0.0022475240377255
I022704,832,0.00217863529924981
I022704,834,0.00211185806579437
I022704,836,0.00204712761773229
I022704,838,0.00198438121915449
I022704,840,0.00192355805706686
I022704,842,0.00186459918245114
I022704,844,0.00180744745313222
I022704,846,0.00175204747839675
I022704,848,0.00169834556530914
I022704,850,0.00164628966667309
I022704,852,0.00159582933058813
I022704,854,0.00154691565155225
I022704,856,0.00149950122306339
I022704,858,0.00145354009167362
I022704,860,0.00140898771245165
I022704,862,0.00136580090581053
I022704,864,0.00132393781565846
I022704,866,0.0012833578688325
I022704,868,0.00124402173577553
I022704,870,0.00120589129241856
I022704,872,0.00116892958323142
I022704,874,0.00113310078540588
I022704,876,0.00109837017413668
I022704,878,0.00106470408896672
I022704,880,0.00103206990116375
I022704,882,0.00100043598209704
I022704,884,0.00096977167258332
I022704,886,0.000940047253172291
I022704,888,0.00091123391534294
I022704,890,0.000883303733582676
I022704,892,0.000856229638322298
I022704,894,0.000829985389700509
I022704,896,0.000804545552132594
I022704,898,0.000779885469658581
I022704,900,0.000755981242046997
I022704,902,0.000732809701631082
I022704,904,0.000710348390854982
I022704,906,0.000688575540508183
I022704,908,0.00066747004862707
I022704,910,0.000647011460043183
I022704,912,0.000627179946558329
I022704,914,0.000607956287727354
I022704,916,0.000589321852229935
I022704,918,0.000571258579813343
I022704,920,0.00055374896378869
I022704,922,0.000536776034063665
I022704,924,0.000520323340695343
I022704,926,0.000504374937947121
I022704,928,0.000488915368834306
I022704,930,0.000473929650143416
I022704,932,0.000459403257910635
I022704,934,0.000445322113345387
I022704,936,0.000431672569185346
I022704,938,0.000418441396469689
I022704,940,0.000405615771717763
I022704,942,0.00039318326450073
I022704,944,0.000381131825394158
I022704,946,0.000369449774299876
I022704,948,0.000358125789125772
I022704,950,0.000347148894812575
I022704,952,0.000336508452696961
I022704,954,0.00032619415020071
I022704,956,0.000316195990835876
I022704,958,0.000306504284516331
I022704,960,0.000297109638166257
I022704,962,0.000288002946616495
I022704,964,0.00027917538377994
I022704,966,0.000270618394097405
I022704,968,0.000262323684245691
I022704,970,0.0002542832150998
I022704,972,0.000246489193941525
I022704,974,0.000238934066906842
I022704,976,0.000231610511664811
I022704,978,0.000224511430320861
I022704,980,0.000217629942537608
I022704,982,0.000210959378866518
I022704,984,0.000204493274283968
I022704,986,0.000198225361925423
I022704,988,0.00019214956701168
I022704,990,0.000186260000961263
I022704,992,0.000180550955683293
I022704,994,0.000175016898045276
I022704,996,0.000169652464510466
I022704,998,0.000164452455939592
I022704,1000,0.000159411832551923
I022704,1002,0.000154525709040776
I022704,1004,0.00014978934983874
I022704,1006,0.000145198164528025
I022704,1008,0.000140747703391492
I022704,1010,0.000136433653100042
I022704,1012,0.000132251832532195
I022704,1014,0.0001281981887218
I022704,1016,0.000124268792929954
I022704,1018,0.000120459836837318
I022704,1020,0.000116767628853145
I022704,1022,0.00011318859053744
I022704,1024,0.000109719253132774
I022704,1026,0.000106356254202422
I022704,1028,0.000103096334371523
I022704,1030,9.99363341681397e-05
I022704,1032,9.687319096114e-05
I022704,1034,9.39039359919336e-05
I022704,1036,9.10256914971906e-05
I022704,1038,8.82356679197503e-05
I022704,1040,8.55311612050177e-05
I022704,1042,8.29095501802313e-05
I022704,1044,8.03682940140535e-05
I022704,1046,7.79049297540328e-05
I022704,1048,7.55170699395392e-05
I022704,1050,7.32024002878728e-05
I022704,1052,7.09586774512851e-05
I022704,1054,6.87837268427617e-05
I022704,1056,6.66754405284364e-05
I022704,1058,6.46317751846109e-05
I022704,1060,6.26507501173917e-05
I022704,1062,6.07304453430273e-05
I022704,1064,5.88689997270856e-05
I022704,1066,5.70646091806651e-05
I022704,1068,5.53155249118971e-05
I022704,1070,5.36200517310376e-05
I022704,1072,5.19765464075126e-05
I022704,1074,5.03834160773205e-05
I022704,1076,4.88391166992482e-05
I022704,1078,4.7342151558407e-05
I022704,1080,4.58910698156354e-05
I022704,1082,4.44844651013662e-05
I022704,1084,4.31209741525886e-05
I022704,1086,4.17992754915943e-05
I022704,1088,4.05180881452167e-05
I022704,1090,3.92761704033289e-05
I022704,1092,3.80723186153945e-05
I022704,1094,3.69053660239049e-05
I022704,1096,3.57741816335733e-05
I022704,1098,3.46776691151884e-05
I022704,1100,3.36147657430669e-05
I022704,1102,3.25844413650731e-05
I022704,1104,3.15856974042091e-05
I022704,1106,3.06175658908071e-05
I022704,1108,2.9679108524385e-05
I022704,1110,2.87694157642593e-05
I022704,1112,2.7887605948028e-05
I022704,1114,2.70328244370765e-05
I022704,1116,2.62042427882727e-05
I022704,1118,2.540105795105e-05
I022704,1120,2.46224914891017e-05
I022704,1122,2.38677888259306e-05
I022704,1124,2.3136218513523e-05
I022704,1126,2.24270715234391e-05
I022704,1128,2.17396605596315e-05
I022704,1130,2.10733193923271e-05
I022704,1132,2.04274022123259e-05
I022704,1134,1.98012830050908e-05
I022704,1136,1.91943549440226e-05
I022704,1138,1.86060298023319e-05
I022704,1140,1.80357373829366e-05
I022704,1142,1.74829249658349e-05
I022704,1144,1.6947056772416e-05
I022704,1146,1.64276134461907e-05
